chr start end name
chr5 35617239 35618639 tss_12889
chr5 35856839 35861639 tss_12890
chr5 36066639 36067239 tss_12891
chr5 36150639 36154039 tss_12892
chr5 36240039 36243039 tss_12893
chr5 36606239 36607839 tss_12894
chr5 36744439 36745839 tss_12895
chr5 36874439 36879439 tss_12896
chr5 37248439 37250239 tss_12897
chr5 37369639 37372239 tss_12898
chr5 37378839 37380039 tss_12899
chr5 37836439 37841039 tss_12900
chr5 38148239 38149239 tss_12901
chr5 38445439 38446639 tss_12902
chr5 38555639 38557839 tss_12903
chr5 38844639 38848439 tss_12904
chr5 39072839 39077639 tss_12905
chr5 39218839 39220039 tss_12906
chr5 39420839 39426039 tss_12907
chr5 40677239 40688039 tss_12908
chr5 40754639 40756639 tss_12909
chr5 40796639 40800439 tss_12910
chr5 40832639 40836639 tss_12911
chr5 40841039 40842839 tss_12912
chr5 41510239 41510639 tss_12913
chr5 41869039 41871239 tss_12914
chr5 41903439 41905839 tss_12915
chr5 41924839 41926639 tss_12916
chr5 42423239 42424439 tss_12917
chr5 42808239 42808839 tss_12918
chr5 42810039 42812439 tss_12919
chr5 42949239 42952839 tss_12920
chr5 42990639 42996039 tss_12921
chr5 43007439 43011039 tss_12922
chr5 43016839 43020839 tss_12923
chr5 43037239 43043639 tss_12924
chr5 43063639 43068839 tss_12925
chr5 43120439 43123239 tss_12926
chr5 43192039 43192439 tss_12927
chr5 43192639 43194039 tss_12928
chr5 43311639 43314439 tss_12929
chr5 43396839 43397239 tss_12930
chr5 43482639 43484839 tss_12931
chr5 43513439 43516039 tss_12932
chr5 43555639 43557839 tss_12933
chr5 43601439 43604439 tss_12934
chr5 44389639 44390039 tss_12935
chr5 44808639 44811239 tss_12936
chr5 49735681 49737881 tss_12937
chr5 49961802 49965002 tss_12938
chr5 50677468 50680868 tss_12939
chr5 50681868 50682268 tss_12940
chr5 52083081 52085681 tss_12941
chr5 52094691 52097945 tss_12942
chr5 52284473 52287273 tss_12943
chr5 52404801 52406801 tss_12944
chr5 52774247 52779247 tss_12945
chr5 53604249 53607849 tss_12946
chr5 53751168 53753768 tss_12947
chr5 53813087 53817487 tss_12948
chr5 54277250 54282250 tss_12949
chr5 54468891 54469575 tss_12950
chr5 54522175 54523575 tss_12951
chr5 54527975 54530775 tss_12952
chr5 54600500 54605700 tss_12953
chr5 54829225 54831625 tss_12954
chr5 55007281 55008957 tss_12955
chr5 55147289 55147889 tss_12956
chr5 55148889 55149289 tss_12957
chr5 55287621 55292021 tss_12958
chr5 55775841 55777841 tss_12959
chr5 56110143 56113943 tss_12960
chr5 56203694 56206894 tss_12961
chr5 56246281 56248694 tss_12962
chr5 56467622 56473022 tss_12963
chr5 57750927 57756927 tss_12964
chr5 57786927 57788927 tss_12965
chr5 57878143 57879143 tss_12966
chr5 58328233 58336833 tss_12967
chr5 58568670 58573070 tss_12968
chr5 58652131 58654531 tss_12969
chr5 59061853 59065653 tss_12970
chr5 59189340 59189940 tss_12971
chr5 59783544 59785944 tss_12972
chr5 59815944 59818744 tss_12973
chr5 59994805 59996805 tss_12974
chr5 60139205 60140805 tss_12975
chr5 60239951 60242151 tss_12976
chr5 60457275 60459475 tss_12977
chr5 60625853 60631253 tss_12978
chr5 61601281 61603936 tss_12979
chr5 61698336 61700936 tss_12980
chr5 61707736 61709936 tss_12981
chr5 61874404 61876404 tss_12982
chr5 63461491 63462371 tss_12983
chr5 63801975 63802575 tss_12984
chr5 63986150 63986950 tss_12985
chr5 64062950 64065750 tss_12986
chr5 64330873 64332273 tss_12987
chr5 64398596 64399396 tss_12988
chr5 64774744 64779344 tss_12989
chr5 64857881 64859944 tss_12990
chr5 64919081 64922144 tss_12991
chr5 65016970 65021370 tss_12992
chr5 65220396 65224996 tss_12993
chr5 65438777 65442577 tss_12994
chr5 65891891 65894281 tss_12995
chr5 66124128 66127128 tss_12996
chr5 66254128 66256728 tss_12997
chr5 66299424 66303824 tss_12998
chr5 66458481 66462681 tss_12999
chr5 67510691 67513750 tss_13000
chr5 67583750 67585150 tss_13001
chr5 68389196 68390996 tss_13002
chr5 68462196 68464396 tss_13003
chr5 68484396 68486481 tss_13004
chr5 68512796 68514796 tss_13005
chr5 68530081 68532396 tss_13006
chr5 68627290 68629090 tss_13007
chr5 68663490 68666890 tss_13008
chr5 68710690 68712490 tss_13009
chr5 68787958 68790158 tss_13010
chr5 68855481 68857158 tss_13011
chr5 70751091 70753091 tss_13012
chr5 70881858 70884058 tss_13013
chr5 71402508 71405908 tss_13014
chr5 71475108 71476308 tss_13015
chr5 71603250 71604650 tss_13016
chr5 71615050 71617450 tss_13017
chr5 72111238 72114838 tss_13018
chr5 72142838 72147638 tss_13019
chr5 72250562 72253762 tss_13020
chr5 72416194 72417162 tss_13021
chr5 72511680 72512480 tss_13022
chr5 72732658 72734058 tss_13023
chr5 72739998 72741198 tss_13024
chr5 72741598 72743058 tss_13025
chr5 72743398 72745198 tss_13026
chr5 72792713 72796313 tss_13027
chr5 72859913 72862913 tss_13028
chr5 72920713 72923913 tss_13029
chr5 73108828 73110628 tss_13030
chr5 73933395 73938395 tss_13031
chr5 73980595 73982595 tss_13032
chr5 74061710 74064110 tss_13033
chr5 74159510 74163110 tss_13034
chr5 74348030 74350430 tss_13035
chr5 74531950 74533350 tss_13036
chr5 74631676 74635276 tss_13037
chr5 74805602 74809002 tss_13038
chr5 74907002 74908202 tss_13039
chr5 75012336 75013736 tss_13040
chr5 75697515 75701115 tss_13041
chr5 75918672 75919472 tss_13042
chr5 76011204 76014643 tss_13043
chr5 76114243 76117243 tss_13044
chr5 76145643 76147643 tss_13045
chr5 76325782 76327382 tss_13046
chr5 76381699 76383899 tss_13047
chr5 76475801 76476801 tss_13048
chr5 76786593 76788593 tss_13049
chr5 76925798 76927398 tss_13050
chr5 77070823 77072823 tss_13051
chr5 77589542 77591550 tss_13052
chr5 77655342 77657742 tss_13053
chr5 77804813 77806613 tss_13054
chr5 77844613 77845013 tss_13055
chr5 77942684 77945484 tss_13056
chr5 78279076 78282076 tss_13057
chr5 78364876 78366476 tss_13058
chr5 78530800 78534200 tss_13059
chr5 78807678 78811078 tss_13060
chr5 78906878 78910478 tss_13061
chr5 79286002 79287602 tss_13062
chr5 79548821 79554021 tss_13063
chr5 79702640 79704840 tss_13064
chr5 79783294 79784694 tss_13065
chr5 79866094 79866494 tss_13066
chr5 79949148 79951748 tss_13067
chr5 80255839 80258039 tss_13068
chr5 80596260 80598660 tss_13069
chr5 81044572 81048132 tss_13070
chr5 81266919 81268946 tss_13071
chr5 81572418 81575418 tss_13072
chr5 82372100 82374500 tss_13073
chr5 82766853 82771653 tss_13074
chr5 83677856 83681480 tss_13075
chr5 85913378 85914978 tss_13076
chr5 86562820 86565620 tss_13077
chr5 86706840 86709440 tss_13078
chr5 87436594 87437400 tss_13079
chr5 87437594 87439394 tss_13080
chr5 87563245 87565645 tss_13081
chr5 87956427 87957627 tss_13082
chr5 87961627 87964227 tss_13083
chr5 87967427 87969427 tss_13084
chr5 87970227 87970827 tss_13085
chr5 87971227 87972627 tss_13086
chr5 87974427 87974827 tss_13087
chr5 87975427 87976227 tss_13088
chr5 87979427 87981427 tss_13089
chr5 88080558 88082158 tss_13090
chr5 88118158 88119758 tss_13091
chr5 88122958 88123758 tss_13092
chr5 88174958 88181558 tss_13093
chr5 88184572 88186772 tss_13094
chr5 89703810 89706810 tss_13095
chr5 89768861 89771261 tss_13096
chr5 89824061 89826461 tss_13097
chr5 89853861 89855061 tss_13098
chr5 90575072 90577072 tss_13099
chr5 90674405 90681005 tss_13100
chr5 92914052 92922252 tss_13101
chr5 92922652 92925252 tss_13102
chr5 92956252 92957852 tss_13103
chr5 93446318 93447914 tss_13104
chr5 93952977 93955977 tss_13105
chr5 94415700 94417768 tss_13106
chr5 94619560 94620360 tss_13107
chr5 94889609 94892103 tss_13108
chr5 94955658 94957094 tss_13109
chr5 94982094 94986258 tss_13110
chr5 95064628 95069628 tss_13111
chr5 95156606 95160028 tss_13112
chr5 95170028 95171828 tss_13113
chr5 95293798 95298398 tss_13114
chr5 95768014 95768614 tss_13115
chr5 95996555 95999755 tss_13116
chr5 96038096 96040096 tss_13117
chr5 96142096 96144696 tss_13118
chr5 96211564 96213564 tss_13119
chr5 96267364 96273164 tss_13120
chr5 96293964 96294964 tss_13121
chr5 96517828 96520032 tss_13122
chr5 98103750 98113950 tss_13123
chr5 98115150 98115750 tss_13124
chr5 98262680 98266550 tss_13125
chr5 99870447 99872047 tss_13126
chr5 100234520 100241626 tss_13127
chr5 101631351 101632751 tss_13128
chr5 102090113 102092313 tss_13129
chr5 102200969 102203252 tss_13130
chr5 102453898 102457698 tss_13131
chr5 102593966 102596251 tss_13132
chr5 102897514 102899114 tss_13133
chr5 107003948 107009748 tss_13134
chr5 107715598 107718998 tss_13135
chr5 108062266 108065066 tss_13136
chr5 108082866 108085866 tss_13137
chr5 108260214 108260814 tss_13138
chr5 108743146 108747346 tss_13139
chr5 109024266 109027836 tss_13140
chr5 110073979 110075779 tss_13141
chr5 110408802 110409602 tss_13142
chr5 110427602 110429402 tss_13143
chr5 110559596 110562802 tss_13144
chr5 110845995 110849247 tss_13145
chr5 111090013 111094229 tss_13146
chr5 111496113 111497913 tss_13147
chr5 111753601 111756201 tss_13148
chr5 112042876 112044676 tss_13149
chr5 112072839 112074476 tss_13150
chr5 112196359 112198265 tss_13151
chr5 112256465 112258281 tss_13152
chr5 112311623 112314823 tss_13153
chr5 112628751 112630951 tss_13154
chr5 112822922 112824722 tss_13155
chr5 112849011 112850540 tss_13156
chr5 113696101 113698501 tss_13157
chr5 114504745 114506345 tss_13158
chr5 114597486 114598945 tss_13159
chr5 114631545 114632431 tss_13160
chr5 114877202 114881202 tss_13161
chr5 114937002 114938402 tss_13162
chr5 114959802 114962611 tss_13163
chr5 115151809 115152809 tss_13164
chr5 115176203 115179003 tss_13165
chr5 115419796 115421785 tss_13166
chr5 115907669 115912269 tss_13167
chr5 118323376 118324976 tss_13168
chr5 118405523 118410723 tss_13169
chr5 118603601 118606201 tss_13170
chr5 118668878 118671478 tss_13171
chr5 118690442 118694042 tss_13172
chr5 118787703 118789242 tss_13173
chr5 119799532 119802332 tss_13174
chr5 121296971 121299171 tss_13175
chr5 121411371 121414571 tss_13176
chr5 121647584 121649184 tss_13177
chr5 122110319 122112519 tss_13178
chr5 122179958 122182558 tss_13179
chr5 122371229 122373229 tss_13180
chr5 122424388 122426188 tss_13181
chr5 122434988 122435588 tss_13182
chr5 122757642 122760090 tss_13183
chr5 122847042 122849242 tss_13184
chr5 124077900 124085300 tss_13185
chr5 125705549 125707549 tss_13186
chr5 125758256 125761256 tss_13187
chr5 125928818 125931418 tss_13188
chr5 125936018 125937618 tss_13189
chr5 126111235 126116235 tss_13190
chr5 126364437 126367037 tss_13191
chr5 126408437 126409437 tss_13192
chr5 126565026 126565470 tss_13193
chr5 126625870 126627470 tss_13194
chr5 126852740 126854540 tss_13195
chr5 127416620 127421020 tss_13196
chr5 127872654 127875054 tss_13197
chr5 128300774 128301174 tss_13198
chr5 128429728 128431528 tss_13199
chr5 128795250 128797450 tss_13200
chr5 129239573 129240773 tss_13201
chr5 130498815 130501615 tss_13202
chr5 130505729 130507615 tss_13203
chr5 130588415 130589329 tss_13204
chr5 130598615 130602415 tss_13205
chr5 130969490 130972890 tss_13206
chr5 131130637 131133637 tss_13207
chr5 131561619 131564219 tss_13208
chr5 131593019 131596019 tss_13209
chr5 131628593 131632593 tss_13210
chr5 131704593 131707393 tss_13211
chr5 131745669 131749669 tss_13212
chr5 131823458 131827258 tss_13213
chr5 131830858 131833458 tss_13214
chr5 131891615 131894815 tss_13215
chr5 131991814 131992214 tss_13216
chr5 132072376 132073864 tss_13217
chr5 132082664 132083264 tss_13218
chr5 132111206 132113806 tss_13219
chr5 132142206 132143406 tss_13220
chr5 132148806 132149206 tss_13221
chr5 132165006 132167006 tss_13222
chr5 132201469 132203606 tss_13223
chr5 132297243 132300243 tss_13224
chr5 132361175 132363575 tss_13225
chr5 132386175 132388975 tss_13226
chr5 133303217 133305417 tss_13227
chr5 133338535 133341735 tss_13228
chr5 133406535 133407535 tss_13229
chr5 133449813 133451413 tss_13230
chr5 133510555 133513755 tss_13231
chr5 133559277 133563077 tss_13232
chr5 133702302 133703337 tss_13233
chr5 133706102 133708902 tss_13234
chr5 133746337 133748302 tss_13235
chr5 133772302 133772902 tss_13236
chr5 133801031 133802631 tss_13237
chr5 133841431 133843431 tss_13238
chr5 133859619 133864031 tss_13239
chr5 133967865 133969065 tss_13240
chr5 133983065 133986065 tss_13241
chr5 134073182 134075404 tss_13242
chr5 134093804 134095804 tss_13243
chr5 134181296 134183096 tss_13244
chr5 134209572 134211372 tss_13245
chr5 134239850 134241972 tss_13246
chr5 134259803 134260403 tss_13247
chr5 134366069 134371063 tss_13248
chr5 134733296 134735708 tss_13249
chr5 135170124 135170724 tss_13250
chr5 135265558 135266958 tss_13251
chr5 135364105 135367705 tss_13252
chr5 135467766 135469966 tss_13253
chr5 135528342 135528942 tss_13254
chr5 136833139 136835139 tss_13255
chr5 137070512 137071806 tss_13256
chr5 137087464 137091064 tss_13257
chr5 137223647 137225647 tss_13258
chr5 137366357 137369557 tss_13259
chr5 137513123 137516123 tss_13260
chr5 137548357 137550157 tss_13261
chr5 137666449 137668291 tss_13262
chr5 137672849 137675449 tss_13263
chr5 137688107 137690249 tss_13264
chr5 137774268 137775470 tss_13265
chr5 137799070 137803670 tss_13266
chr5 137827270 137829470 tss_13267
chr5 137876420 137881220 tss_13268
chr5 137909420 137912220 tss_13269
chr5 138088111 138090711 tss_13270
chr5 138210453 138211253 tss_13271
chr5 138533076 138534476 tss_13272
chr5 138608551 138613351 tss_13273
chr5 138628751 138631751 tss_13274
chr5 138676951 138679351 tss_13275
chr5 138718361 138721361 tss_13276
chr5 138723372 138725961 tss_13277
chr5 138726772 138730961 tss_13278
chr5 138738961 138740372 tss_13279
chr5 138774709 138775561 tss_13280
chr5 138860706 138862706 tss_13281
chr5 138897106 138898306 tss_13282
chr5 138940114 138943387 tss_13283
chr5 139016605 139018205 tss_13284
chr5 139027603 139033005 tss_13285
chr5 139038805 139039805 tss_13286
chr5 139088205 139089405 tss_13287
chr5 139089690 139091405 tss_13288
chr5 139125761 139126309 tss_13289
chr5 139126761 139127909 tss_13290
chr5 139227855 139228255 tss_13291
chr5 139420488 139421736 tss_13292
chr5 139422088 139423488 tss_13293
chr5 139486577 139489258 tss_13294
chr5 139492458 139494860 tss_13295
chr5 139553972 139556372 tss_13296
chr5 139724625 139727025 tss_13297
chr5 139779219 139783619 tss_13298
chr5 139926555 139928106 tss_13299
chr5 139935555 139937555 tss_13300
chr5 139943306 139945555 tss_13301
chr5 140009634 140013234 tss_13302
chr5 140017834 140019943 tss_13303
chr5 140026143 140028234 tss_13304
chr5 140043634 140045234 tss_13305
chr5 140070056 140072056 tss_13306
chr5 140089856 140091456 tss_13307
chr5 140180622 140181222 tss_13308
chr5 140186622 140187422 tss_13309
chr5 140201222 140201822 tss_13310
chr5 140228422 140228822 tss_13311
chr5 140248422 140249222 tss_13312
chr5 140254733 140255533 tss_13313
chr5 140305733 140306733 tss_13314
chr5 140345733 140346733 tss_13315
chr5 140473991 140474791 tss_13316
chr5 140561939 140562539 tss_13317
chr5 140699034 140701034 tss_13318
chr5 140718245 140718645 tss_13319
chr5 140723434 140723834 tss_13320
chr5 140739434 140739834 tss_13321
chr5 140792440 140793077 tss_13322
chr5 140797240 140797677 tss_13323
chr5 140800477 140801077 tss_13324
chr5 140810040 140811040 tss_13325
chr5 140855077 140857277 tss_13326
chr5 140857677 140858077 tss_13327
chr5 140892068 140893868 tss_13328
chr5 140995408 140999008 tss_13329
chr5 141015408 141017877 tss_13330
chr5 141030608 141031277 tss_13331
chr5 141060808 141062608 tss_13332
chr5 141228608 141230208 tss_13333
chr5 141255408 141257808 tss_13334
chr5 141258208 141259008 tss_13335
chr5 141302511 141304311 tss_13336
chr5 141348008 141350008 tss_13337
chr5 141391677 141393208 tss_13338
chr5 141487808 141490077 tss_13339
chr5 141702208 141706608 tss_13340
chr5 141732608 141733608 tss_13341
chr5 141735877 141737408 tss_13342
chr5 142064608 142065608 tss_13343
chr5 142149208 142152208 tss_13344
chr5 142381808 142382608 tss_13345
chr5 142774408 142785711 tss_13346
chr5 142813111 142815311 tss_13347
chr5 143548808 143550808 tss_13348
chr5 145214208 145215608 tss_13349
chr5 145315608 145319608 tss_13350
chr5 145560408 145563008 tss_13351
chr5 145582311 145584408 tss_13352
chr5 145826408 145828408 tss_13353
chr5 146257608 146258408 tss_13354
chr5 146614208 146614608 tss_13355
chr5 146832208 146834277 tss_13356
chr5 146887208 146889877 tss_13357
chr5 147161808 147162208 tss_13358
chr5 147470408 147471008 tss_13359
chr5 147601008 147602208 tss_13360
chr5 147762408 147764608 tss_13361
chr5 148205008 148210208 tss_13362
chr5 148520808 148523208 tss_13363
chr5 148650808 148652408 tss_13364
chr5 148724208 148727008 tss_13365
chr5 148736911 148738311 tss_13366
chr5 148786008 148790008 tss_13367
chr5 148928511 148932208 tss_13368
chr5 148960408 148961808 tss_13369
chr5 149109408 149112408 tss_13370
chr5 149339408 149341408 tss_13371
chr5 149379208 149381911 tss_13372
chr5 149464408 149466408 tss_13373
chr5 149517008 149518608 tss_13374
chr5 149532408 149535677 tss_13375
chr5 149681877 149682808 tss_13376
chr5 149736608 149738408 tss_13377
chr5 149827208 149830008 tss_13378
chr5 149864808 149868008 tss_13379
chr5 149877408 149878608 tss_13380
chr5 150004408 150005208 tss_13381
chr5 150019808 150022208 tss_13382
chr5 150035608 150036911 tss_13383
chr5 150051008 150052408 tss_13384
chr5 150079511 150081408 tss_13385
chr5 150136808 150139208 tss_13386
chr5 150157808 150160408 tss_13387
chr5 150284008 150285208 tss_13388
chr5 150325608 150326477 tss_13389
chr5 150399808 150401008 tss_13390
chr5 150457408 150462008 tss_13391
chr5 150464208 150466808 tss_13392
chr5 150534808 150538208 tss_13393
chr5 150591408 150595511 tss_13394
chr5 150601808 150604008 tss_13395
chr5 150629808 150634408 tss_13396
chr5 150827008 150828208 tss_13397
chr5 150968608 150971208 tss_13398
chr5 151063408 151067008 tss_13399
chr5 151137008 151139008 tss_13400
chr5 151149711 151154008 tss_13401
chr5 152870208 152870808 tss_13402
chr5 153417511 153419408 tss_13403
chr5 153568877 153571808 tss_13404
chr5 153667008 153668008 tss_13405
chr5 153824208 153827077 tss_13406
chr5 154061808 154063208 tss_13407
chr5 154133511 154138408 tss_13408
chr5 154213808 154215008 tss_13409
chr5 154229408 154230408 tss_13410
chr5 154236408 154240608 tss_13411
chr5 154316608 154318311 tss_13412
chr5 155753608 155756608 tss_13413
chr5 156484008 156486208 tss_13414
chr5 156535608 156536408 tss_13415
chr5 156568911 156571008 tss_13416
chr5 156692677 156694711 tss_13417
chr5 156886808 156888408 tss_13418
chr5 157000608 157003408 tss_13419
chr5 157078608 157079008 tss_13420
chr5 157097877 157098608 tss_13421
chr5 157170111 157171911 tss_13422
chr5 157284511 157286511 tss_13423
chr5 158524008 158528877 tss_13424
chr5 158632408 158637608 tss_13425
chr5 158689311 158691208 tss_13426
chr5 158758608 158759008 tss_13427
chr5 159200111 159200808 tss_13428
chr5 159342808 159344008 tss_13429
chr5 159545311 159546677 tss_13430
chr5 159738608 159740408 tss_13431
chr5 159797408 159797808 tss_13432
chr5 159826008 159827608 tss_13433
chr5 159844911 159847208 tss_13434
chr5 159848511 159850111 tss_13435
chr5 159894608 159898808 tss_13436
chr5 160973608 160974008 tss_13437
chr5 162863408 162866608 tss_13438
chr5 162884808 162889408 tss_13439
chr5 162929911 162934408 tss_13440
chr5 163723677 163724077 tss_13441
chr5 166405408 166406408 tss_13442
chr5 167246808 167250008 tss_13443
chr5 167718008 167720808 tss_13444
chr5 167913111 167914608 tss_13445
chr5 168005008 168007608 tss_13446
chr5 168725608 168728808 tss_13447
chr5 169010008 169012408 tss_13448
chr5 169063808 169065808 tss_13449
chr5 169404208 169407877 tss_13450
chr5 169722208 169725311 tss_13451
chr5 169758208 169759008 tss_13452
chr5 169815808 169816608 tss_13453
chr5 170288877 170290008 tss_13454
chr5 170733311 170740511 tss_13455
chr5 170813808 170817408 tss_13456
chr5 171431808 171434808 tss_13457
chr5 171612008 171616008 tss_13458
chr5 171709208 171712008 tss_13459
chr5 171879608 171882208 tss_13460
chr5 171986077 171986477 tss_13461
chr5 172067711 172068877 tss_13462
chr5 172191808 172200008 tss_13463
chr5 172260208 172263008 tss_13464
chr5 172332008 172332408 tss_13465
chr5 172385408 172387311 tss_13466
chr5 172410208 172412208 tss_13467
chr5 172482511 172485408 tss_13468
chr5 172571208 172572477 tss_13469
chr5 172661208 172662408 tss_13470
chr5 172720808 172721808 tss_13471
chr5 172751808 172757808 tss_13472
chr5 173042208 173044208 tss_13473
chr5 173116008 173117208 tss_13474
chr5 173171408 173173408 tss_13475
chr5 173314511 173316208 tss_13476
chr5 173316608 173320408 tss_13477
chr5 173344608 173346408 tss_13478
chr5 173930608 173931208 tss_13479
chr5 174151208 174152408 tss_13480
chr5 174871408 174871808 tss_13481
chr5 174905277 174907208 tss_13482
chr5 175084808 175086408 tss_13483
chr5 175223808 175224408 tss_13484
chr5 175288408 175288808 tss_13485
chr5 175295408 175301008 tss_13486
chr5 175394511 175395677 tss_13487
chr5 175665077 175667477 tss_13488
chr5 175787808 175789408 tss_13489
chr5 175792208 175793477 tss_13490
chr5 175814208 175817008 tss_13491
chr5 175841408 175844008 tss_13492
chr5 175873911 175876408 tss_13493
chr5 175962208 175965608 tss_13494
chr5 175969408 175971208 tss_13495
chr5 175975808 175977808 tss_13496
chr5 176036608 176037608 tss_13497
chr5 176073711 176075608 tss_13498
chr5 176323808 176326408 tss_13499
chr5 176432408 176434408 tss_13500
chr5 176448208 176450911 tss_13501
chr5 176513808 176516808 tss_13502
chr5 176558808 176562808 tss_13503
chr5 176729608 176732208 tss_13504
chr5 176737711 176740311 tss_13505
chr5 176777511 176779608 tss_13506
chr5 176784808 176786208 tss_13507
chr5 176789808 176790408 tss_13508
chr5 176793408 176795408 tss_13509
chr5 176797677 176799008 tss_13510
chr5 176805408 176806808 tss_13511
chr5 176829608 176832008 tss_13512
chr5 176852608 176855408 tss_13513
chr5 176873208 176875277 tss_13514
chr5 176881008 176883608 tss_13515
chr5 176899008 176900711 tss_13516
chr5 176922408 176925608 tss_13517
chr5 176934608 176937208 tss_13518
chr5 176943008 176945208 tss_13519
chr5 176980008 176982208 tss_13520
chr5 177018808 177020111 tss_13521
chr5 177026208 177028111 tss_13522
chr5 177097208 177099311 tss_13523
chr5 177302311 177303911 tss_13524
chr5 177371311 177371711 tss_13525
chr5 177540208 177542208 tss_13526
chr5 177557077 177559008 tss_13527
chr5 177579911 177581608 tss_13528
chr5 177630808 177633608 tss_13529
chr5 177658008 177660311 tss_13530
chr5 177823208 177824008 tss_13531
chr5 177869711 177870111 tss_13532
chr5 178051808 178054608 tss_13533
chr5 178156677 178158008 tss_13534
chr5 178286511 178288111 tss_13535
chr5 178322408 178323608 tss_13536
chr5 178367808 178368677 tss_13537
chr5 178450208 178451277 tss_13538
chr5 178487208 178488077 tss_13539
chr5 178593877 178594677 tss_13540
chr5 178769477 178772877 tss_13541
chr5 178976808 178978608 tss_13542
chr5 178985877 178987408 tss_13543
chr5 179047008 179052008 tss_13544
chr5 179082511 179086077 tss_13545
chr5 179104608 179106311 tss_13546
chr5 179124808 179127808 tss_13547
chr5 179158608 179161408 tss_13548
chr5 179222408 179224008 tss_13549
chr5 179232008 179235408 tss_13550
chr5 179238408 179239808 tss_13551
chr5 179247208 179250808 tss_13552
chr5 179285008 179286608 tss_13553
chr5 179333808 179335408 tss_13554
chr5 179496208 179499277 tss_13555
chr5 179517008 179517877 tss_13556
chr5 179718111 179720608 tss_13557
chr5 179740608 179741408 tss_13558
chr5 179757808 179758208 tss_13559
chr5 179779008 179781077 tss_13560
chr5 179920511 179923208 tss_13561
chr5 180045808 180046408 tss_13562
chr5 180228608 180232208 tss_13563
chr5 180234208 180238608 tss_13564
chr5 180241008 180243008 tss_13565
chr5 180257208 180260208 tss_13566
chr5 180287408 180289008 tss_13567
chr5 180479408 180479808 tss_13568
chr5 180480208 180481008 tss_13569
chr5 180600008 180601808 tss_13570
chr5 180610808 180612208 tss_13571
chr5 180614008 180619808 tss_13572
chr5 180630808 180632808 tss_13573
chr5 180633608 180635008 tss_13574
chr5 180643008 180646208 tss_13575
chr5 180648608 180651511 tss_13576
chr5 180668608 180676408 tss_13577
chr5 180686608 180689477 tss_13578
chr6 290750 295333 tss_13579
chr6 391133 394533 tss_13580
chr6 692201 693801 tss_13581
chr6 710401 711801 tss_13582
chr6 1310605 1315605 tss_13583
chr6 1316005 1317205 tss_13584
chr6 1389205 1389605 tss_13585
chr6 1389805 1394605 tss_13586
chr6 1609400 1616200 tss_13587
chr6 1624200 1625800 tss_13588
chr6 2243297 2246897 tss_13589
chr6 2634441 2635041 tss_13590
chr6 2764317 2768117 tss_13591
chr6 2839317 2842317 tss_13592
chr6 2875042 2878042 tss_13593
chr6 2902042 2903842 tss_13594
chr6 2970642 2972442 tss_13595
chr6 2988242 2992042 tss_13596
chr6 2998842 3001042 tss_13597
chr6 3021817 3024817 tss_13598
chr6 3052817 3054617 tss_13599
chr6 3063417 3065217 tss_13600
chr6 3068217 3070017 tss_13601
chr6 3118017 3120017 tss_13602
chr6 3156642 3158842 tss_13603
chr6 3162242 3163642 tss_13604
chr6 3227042 3229042 tss_13605
chr6 3231242 3232242 tss_13606
chr6 3258842 3260442 tss_13607
chr6 3454248 3458248 tss_13608
chr6 3748266 3753066 tss_13609
chr6 3848757 3850157 tss_13610
chr6 4017504 4023704 tss_13611
chr6 4134108 4136708 tss_13612
chr6 4772906 4773706 tss_13613
chr6 4774906 4778706 tss_13614
chr6 5003367 5005167 tss_13615
chr6 5084391 5085791 tss_13616
chr6 5132991 5133391 tss_13617
chr6 5260078 5262878 tss_13618
chr6 5996297 5998097 tss_13619
chr6 6003383 6005383 tss_13620
chr6 6005783 6008183 tss_13621
chr6 6008783 6009583 tss_13622
chr6 6319763 6320963 tss_13623
chr6 6585227 6587827 tss_13624
chr6 6588227 6590027 tss_13625
chr6 6700467 6700867 tss_13626
chr6 6724467 6725467 tss_13627
chr6 7051032 7053232 tss_13628
chr6 7106832 7110832 tss_13629
chr6 7140432 7142232 tss_13630
chr6 7311586 7313986 tss_13631
chr6 7388986 7391186 tss_13632
chr6 7540879 7546479 tss_13633
chr6 7590050 7591650 tss_13634
chr6 7726100 7731100 tss_13635
chr6 7906830 7911630 tss_13636
chr6 8063641 8065241 tss_13637
chr6 8101733 8103533 tss_13638
chr6 8434366 8436366 tss_13639
chr6 10383428 10384428 tss_13640
chr6 10403628 10406428 tss_13641
chr6 10406828 10421028 tss_13642
chr6 10426417 10427417 tss_13643
chr6 10520817 10523417 tss_13644
chr6 10528217 10533017 tss_13645
chr6 10555703 10557303 tss_13646
chr6 10693687 10696287 tss_13647
chr6 10719887 10724687 tss_13648
chr6 10747087 10749487 tss_13649
chr6 10837170 10839370 tss_13650
chr6 10885970 10888370 tss_13651
chr6 11042634 11045234 tss_13652
chr6 11093234 11096434 tss_13653
chr6 11381101 11382701 tss_13654
chr6 11536978 11540578 tss_13655
chr6 11778669 11779069 tss_13656
chr6 12007781 12014381 tss_13657
chr6 12749304 12750504 tss_13658
chr6 12957359 12958959 tss_13659
chr6 13327787 13329587 tss_13660
chr6 13484178 13488578 tss_13661
chr6 13573778 13575778 tss_13662
chr6 13614247 13617047 tss_13663
chr6 13708833 13713233 tss_13664
chr6 13813337 13815537 tss_13665
